fstatfs64,SYS_311,SYS_315,ACCESS_COARSE_LOCATION,ACCESS_NETWORK_STATE,READ_PHONE_STATE,WRITE_EXTERNAL_STORAGE,NrIntReceiversActions,NrServices,class
1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,0,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,0,1
1,0,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,0,0,1
1,1,1,0,1,0,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,0,0,1,0,1
1,0,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,1,1,1
1,0,1,0,0,1,0,1,1,1
1,1,1,1,1,1,0,1,1,1
1,1,1,0,1,1,0,1,1,1
1,0,1,0,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,1,1,0,1,1,0,1,1,1
0,0,0,0,0,1,1,1,1,1
1,0,1,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,1,1,0,0,0,1,0,0,1
1,1,1,0,1,1,1,1,1,1
0,0,1,0,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,1,1,1
1,0,1,1,1,1,0,1,1,1
1,0,1,0,0,1,1,0,0,1
1,1,1,1,1,1,1,0,1,1
1,1,1,0,1,1,1,0,0,1
0,0,0,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,0,0,1,1,1,0,0,1
1,1,1,0,1,1,1,1,1,1
0,0,0,0,1,1,0,1,1,1
1,1,1,0,1,1,1,1,1,1
0,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,0,1,0,1,1,0,0,0,1
1,0,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,0,0,0,0,1,1,1
0,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,0,0,1
0,0,0,0,1,0,1,1,1,1
1,1,1,0,1,1,0,0,0,1
0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,0,1
1,0,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
0,0,1,0,0,0,0,0,0,1
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1
0,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
0,1,1,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,0,0,1
0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,1,1,1
1,1,1,1,1,1,1,0,0,1
1,1,1,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,1,0,1,1,1
1,1,1,0,0,0,0,1,1,1
0,0,0,0,0,0,1,0,0,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1
1,0,1,1,1,1,1,1,1,1
0,0,0,0,1,0,1,1,0,1
0,0,0,0,0,1,1,0,0,1
1,0,1,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,0,0,0,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,0,0,1
0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,1,1
0,0,0,0,0,1,1,0,0,1
0,1,0,0,1,1,1,1,1,1
1,1,1,0,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,0,1,1,1
1,1,1,1,1,1,1,0,0,1
1,0,1,0,1,1,1,1,0,1
0,0,1,1,1,1,0,1,1,1
0,0,0,1,1,1,0,1,1,1
0,0,0,1,1,1,1,0,0,1
1,0,1,0,0,0,1,0,0,1
1,1,1,1,1,1,1,0,0,1
1,0,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,0,0,1
1,1,1,0,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,0,1,1,0,0,0,1,0,1
1,1,1,0,1,0,0,1,1,1
1,0,1,0,0,0,0,1,1,1
0,0,1,0,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,0,0,1
1,0,1,0,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,1
0,0,0,0,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,1,1,1
0,1,0,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
0,0,1,0,0,0,0,0,0,1
1,0,1,0,1,1,1,1,0,1
0,1,1,1,1,1,1,1,1,1
1,1,1,0,1,0,1,1,1,1
0,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1
1,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,0,1
1,0,1,0,0,1,0,0,0,1
1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
1,0,1,0,1,1,0,0,1,1
0,0,0,0,0,0,0,0,1,1
1,1,1,0,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,1
1,0,1,0,1,0,1,0,0,1
1,1,1,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,0,1,1,1
0,1,0,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,1,1,1
1,1,1,1,1,1,1,0,1,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,1,1,0,1,1,0,1,1,1
0,0,0,1,1,1,1,1,1,1
0,1,1,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,0,1,0,0,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1
1,0,1,0,0,1,0,1,1,1
1,1,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,1,1,1
0,0,0,0,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1
0,0,0,0,1,1,0,0,0,1
1,1,1,0,1,1,1,0,1,1
0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1
1,1,1,0,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,1
0,1,0,0,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,0,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,0,1,0,0,1,0,1,1,1
1,1,1,1,1,1,0,1,1,1
1,1,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,0,1
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
0,1,0,1,1,1,0,1,1,1
1,0,1,0,1,1,1,1,0,1
1,1,1,0,1,1,1,1,1,1
0,0,0,0,0,1,1,0,0,1
0,1,0,0,0,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1
0,0,0,0,0,1,0,0,1,1
1,0,1,0,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,1,1,1
0,0,0,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,1
1,0,1,0,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,0,0,1
1,1,1,1,1,1,1,0,0,1
0,0,0,0,1,1,1,1,0,1
1,0,1,0,0,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
1,0,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,1
0,0,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,0,1,0,0,0,1,0,0,1
1,0,1,0,1,1,0,0,0,1
1,0,1,1,1,1,0,1,1,1
1,1,1,0,1,1,1,1,1,1
1,0,1,0,0,0,0,0,0,1
1,1,1,0,0,0,0,0,0,1
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,0,1,1,1
0,0,0,0,1,1,0,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,1
1,0,1,0,0,1,1,1,1,1
0,0,0,0,0,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,1,1,1,1
1,1,1,0,0,0,0,0,0,1
0,1,0,0,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,0,1,1,0,0,0,0,0,1
0,1,0,0,1,0,1,1,1,1
0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,1,0,1,1,1
0,0,0,0,0,0,0,1,1,1
0,1,0,0,1,1,1,1,0,1
1,0,1,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,1,0,0,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,1,1,1
0,1,0,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1
0,0,0,0,0,0,1,0,0,1
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
1,1,1,0,0,0,0,1,1,1
1,0,1,0,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1
1,1,1,0,0,0,0,1,1,1
1,1,1,0,1,0,1,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,0,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,0,1,1
1,0,1,0,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
0,0,1,1,1,1,0,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,1,1,1,0,1
0,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1
0,1,1,0,1,1,1,0,0,1
1,1,1,0,1,1,0,1,1,1
1,0,1,0,0,1,0,1,1,1
0,0,0,0,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,1
0,0,0,0,1,0,1,0,0,1
1,0,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,0,1,0,0,0,1,0,0,1
0,1,0,0,0,1,1,1,1,1
1,1,1,0,1,1,0,1,1,1
0,1,0,1,1,1,0,1,1,1
0,1,0,0,0,1,1,1,1,1
0,0,0,0,0,1,0,0,0,1
1,0,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,1,1,1
1,0,1,0,1,1,1,0,0,1
0,0,0,1,1,1,1,1,1,1
0,0,0,0,0,1,1,0,0,1
1,1,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,0,0,1
1,1,1,0,0,1,0,0,0,1
0,0,0,0,0,0,1,1,1,1
1,0,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,0,1,1,1,1,0,1,1
1,0,1,0,0,1,0,1,1,1
1,0,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,0,1
0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,0,0,1
0,0,0,0,1,1,1,1,1,1
0,0,0,0,1,1,0,1,1,1
0,1,1,1,1,1,0,0,0,1
0,0,0,0,1,1,0,1,1,1
0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1
1,1,1,0,1,1,0,0,0,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,1,1,1
0,0,0,0,1,1,1,1,1,1
0,0,0,1,1,1,1,0,0,1
1,0,1,0,0,1,0,1,1,1
1,1,1,0,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,1,1
0,1,0,0,1,1,1,1,1,1
0,0,0,0,1,1,1,0,0,1
0,1,0,0,1,1,1,1,1,1
0,1,1,1,1,1,0,1,1,1
1,1,1,0,1,1,1,0,0,1
1,1,1,1,1,1,0,1,1,1
0,1,0,1,1,1,1,1,1,1
0,0,0,0,1,1,0,1,1,1
1,1,1,0,0,0,1,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,0,1,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,0,0,1
0,0,0,1,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1
1,1,1,0,0,0,0,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,1,0,1
0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
1,0,1,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
0,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,1,1
0,1,0,0,1,1,0,1,1,1
1,0,1,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1
1,0,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,0,0,1
1,0,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,1,0,1
0,0,0,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1
1,1,1,0,1,1,1,1,1,1
0,0,0,1,1,1,1,0,1,1
0,1,0,1,1,1,1,1,1,1
0,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,1,1
0,0,0,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,0,0,0,0,1,1,1
0,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1
0,0,0,1,1,1,0,1,1,1
1,1,1,1,1,1,1,0,1,1
1,0,1,0,0,1,0,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
0,0,1,0,1,0,1,1,1,1
0,0,0,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
0,0,0,0,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,0,1
1,1,1,1,1,1,0,0,0,1
0,0,0,0,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,1
